Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3,mol_no_salt
Drug 6240,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7330>,422.4740000000002,2.6621000000000006,8,0,100.66,8,8,30,3,0.6818181818181818,<rdkit.Chem.rdchem.Mol object at 0x000001775E261330>
Drug 6241,CC(=O)c1ccc(Cl)c(Cl)c1Cl,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7390>,223.486,3.849400000000001,1,0,17.07,1,4,12,1,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E261390>
Drug 6243,O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7450>,305.286,-0.5534000000000001,6,4,112.01000000000002,2,7,22,4,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001775E2613F0>
Drug 6244,C1=Cc2cc3ccccc3c3cccc1c23,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B74B0>,202.25599999999997,4.4768000000000026,0,0,0.0,0,0,16,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E261450>
Drug 6246,COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7570>,305.2890000000001,3.183500000000002,5,0,57.650000000000006,1,5,23,5,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E2614B0>
Drug 6247,CC(=O)Nc1cc(N(C)C)ccc1N=Nc1cccnc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B75D0>,283.33500000000004,3.5214000000000016,5,1,69.95,4,6,21,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E261510>
Drug 6248,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7630>,387.88600000000014,4.004900000000003,3,0,35.91,6,6,27,3,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E261570>
Drug 6249,O=C(O)CCCCCCCBr,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7690>,223.10999999999999,2.8065000000000015,1,1,37.3,7,3,11,0,0.875,<rdkit.Chem.rdchem.Mol object at 0x000001775E2615D0>
Drug 6250,Nc1ccc(-c2ccc(N)c(F)c2)cc1F,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B76F0>,220.22199999999995,2.7962000000000007,2,2,52.04,1,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E261630>
Drug 6251,Nc1ccccc1C(=O)OCCc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7750>,241.29,2.6683000000000012,3,1,52.32000000000001,4,3,18,2,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E261690>
Drug 6252,Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B77B0>,331.32700000000006,3.5421000000000022,5,2,89.62,2,5,25,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2616F0>
Drug 6255,Cc1cc2ccccc2c2cc3c(cc12)C(O)C(O)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B78D0>,276.335,3.722520000000003,2,2,40.46,0,2,21,4,0.15789473684210525,<rdkit.Chem.rdchem.Mol object at 0x000001775E261750>
Drug 6256,Nc1cc2nc3ccc(Cl)cc3nc2cc1N,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7930>,244.685,2.6007999999999996,4,2,77.82,0,5,17,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2617B0>
Drug 6259,c1ccc2cc(OCC3CO3)ccc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7A50>,200.23699999999997,2.617400000000001,2,0,21.759999999999998,3,2,15,3,0.23076923076923078,<rdkit.Chem.rdchem.Mol object at 0x000001775E261810>
Drug 6263,CN(Cc1cccc(C(F)(F)F)c1)N=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7BD0>,218.17799999999994,2.8186000000000018,2,0,32.67,3,6,15,1,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E261870>
Drug 6267,O=CN(O)c1ccc(Cl)c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7D50>,206.028,2.3454000000000006,2,1,40.540000000000006,2,5,12,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2618D0>
Drug 6268,Cc1ccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7DB0>,408.4350000000001,3.3429200000000003,6,3,126.55999999999999,3,8,29,4,0.047619047619047616,<rdkit.Chem.rdchem.Mol object at 0x000001775E261930>
Drug 6269,O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7E10>,263.252,4.197800000000002,3,1,63.370000000000005,1,4,20,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E261990>
Drug 6270,CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7E70>,298.42600000000004,4.253500000000003,2,0,34.14,0,2,22,4,0.7,<rdkit.Chem.rdchem.Mol object at 0x000001775E2619F0>
Drug 6271,[N-]=[N+]=NCC(O)Cn1cnc2c(Cl)ncnc21,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7ED0>,253.653,1.1508999999999998,6,1,112.59000000000002,4,9,17,2,0.375,<rdkit.Chem.rdchem.Mol object at 0x000001775E261A50>
Drug 6273,Cc1c2ccc(CO)cc2nc2c1ccc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B7F90>,273.33500000000004,4.341920000000003,2,1,33.120000000000005,1,2,21,4,0.10526315789473684,<rdkit.Chem.rdchem.Mol object at 0x000001775E261AB0>
Drug 6274,Cc1ccc(C)c2c1[nH]c1ccc([N+](=O)[O-])cc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0030>,240.262,3.846140000000002,2,1,58.92999999999999,1,4,18,3,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E261B10>
Drug 6275,COc1ccc(C(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0090>,299.11300000000006,2.2472000000000003,5,0,61.190000000000005,2,7,19,2,0.08333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E261B70>
Drug 6277,CC(C)Oc1ccc(Nc2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0150>,227.30700000000002,4.217400000000002,2,1,21.259999999999998,4,2,17,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E261BD0>
Drug 6278,O=[N+]([O-])c1ccc(/C=N/n2cccn2)o1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B01B0>,206.161,1.2665,6,0,86.46,3,7,15,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E261C30>
Drug 6279,O=C1CC[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)[C@H](O)CC3=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0210>,352.3420000000001,1.9734000000000005,6,4,115.06,0,6,26,5,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E261C90>
Drug 6284,CN1[C@@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B03F0>,439.8900000000002,1.655,6,2,109.57,4,14,25,2,0.45454545454545453,<rdkit.Chem.rdchem.Mol object at 0x000001775E261CF0>
Drug 6285,O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)C=C3,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0450>,307.305,3.322300000000002,4,2,83.60000000000001,1,5,23,4,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E261D50>
Drug 6286,C1CN(SSN2CCOCC2)CCO1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B04B0>,236.3619999999999,0.8622000000000001,6,0,24.94,3,6,14,2,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E261DB0>
Drug 6287,CC(C)C(=O)N(O)c1ccc(Cl)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0510>,213.664,2.7182000000000004,2,1,40.540000000000006,2,4,14,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E261E10>
Drug 6288,OCCN(CCO)c1nc(-c2cccs2)nc2ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0570>,315.398,2.1493,6,2,69.48,6,6,22,3,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E261E70>
Drug 6289,O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNCCO,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B05D0>,334.3750000000001,1.7948,5,2,71.33,5,5,25,4,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E261ED0>
Drug 6294,NCCCN1CCN(CCCN)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B07B0>,200.32999999999993,-0.6983999999999977,4,2,58.519999999999996,6,4,14,1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E261F30>
Drug 6299,Cc1ccc(NC(=O)CBr)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0990>,228.089,2.3284200000000004,1,1,29.1,2,3,12,1,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E261F90>
Drug 6300,CC(C)NC(=O)/C=C\c1ccc([N+](=O)[O-])o1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B09F0>,224.21599999999998,1.7255999999999998,4,1,85.38,4,6,16,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E262030>
Drug 6301,COc1ccc(CNC(=O)C(C)Br)cc1OC,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0A50>,302.16800000000006,2.1033999999999997,3,1,47.56,5,5,17,1,0.4166666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E262090>
Drug 6304,CC(C)=C/C(C)=N/Nc1nncc2ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0B70>,240.31000000000003,3.3838000000000017,4,1,50.17,3,4,18,2,0.21428571428571427,<rdkit.Chem.rdchem.Mol object at 0x000001775E2620F0>
Drug 6305,CC(=O)NC(CSCCCl)C(=O)O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0BD0>,225.69699999999997,0.5476999999999999,3,2,66.4,6,6,13,0,0.7142857142857143,<rdkit.Chem.rdchem.Mol object at 0x000001775E262150>
Drug 6306,O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0C30>,292.25,4.303600000000002,4,0,86.28,2,6,22,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2621B0>
Drug 6308,O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0CF0>,308.34000000000003,4.302400000000002,6,0,86.28,5,8,20,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E262210>
Drug 6311,CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0E10>,299.36699999999996,-0.32730000000000076,6,3,90.23,5,6,21,2,0.8,<rdkit.Chem.rdchem.Mol object at 0x000001775E262270>
Drug 6314,O=C(c1ccccc1)C1OC1c1ccc(Br)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0F30>,303.155,3.7719000000000023,2,0,29.6,3,3,18,3,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2622D0>
Drug 6315,O=C1CCOP(=O)(N(CCCl)CCCl)N1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B0F90>,275.07199999999995,1.4105999999999999,3,1,58.64000000000001,5,8,15,1,0.8571428571428571,<rdkit.Chem.rdchem.Mol object at 0x000001775E262330>
Drug 6316,BrCC(Br)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6030>,263.96,3.517500000000002,0,0,0.0,2,2,10,1,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E262390>
Drug 6317,C1CCC2OCCOCCOC3CCCCC3OCCOCCOCCOC2C1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6090>,416.55500000000035,2.7386000000000017,7,0,64.61000000000001,0,7,29,3,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2623F0>
Drug 6318,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B60F0>,297.267,3.325540000000002,6,0,129.42000000000002,3,9,21,1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E262450>
Drug 6321,Cc1ccccc1NS(=O)(=O)c1cccc2cccnc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6210>,298.367,3.3440200000000013,3,1,59.06,3,5,21,3,0.0625,<rdkit.Chem.rdchem.Mol object at 0x000001775E2624B0>
Drug 6322,OCc1c2ccccc2c(CO)c2c1ccc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6270>,288.346,4.1308000000000025,2,2,40.46,2,2,22,4,0.1,<rdkit.Chem.rdchem.Mol object at 0x000001775E262510>
Drug 6323,COc1cccc(C(=O)CBr)c1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B62D0>,229.07299999999998,2.2728,2,0,26.3,3,3,12,1,0.2222222222222222,<rdkit.Chem.rdchem.Mol object at 0x000001775E262570>
Drug 6324,Cc1ccc2cc3c4c(ccc3c3c2c1CC3)C=C[C@@H](O)[C@H]4O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6330>,302.373,3.8211200000000036,2,2,40.46,0,2,23,5,0.23809523809523808,<rdkit.Chem.rdchem.Mol object at 0x000001775E2625D0>
Drug 6325,CC(=O)Nc1cccc2cc(F)cnc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6390>,204.20399999999998,2.3323,2,1,41.99,1,4,15,2,0.09090909090909091,<rdkit.Chem.rdchem.Mol object at 0x000001775E262630>
Drug 6326,Nc1ccc(/C=C/c2cccc(N)c2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B63F0>,210.28,3.0214000000000008,2,2,52.04,2,2,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E262690>
Drug 6327,CC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6450>,225.2,2.1525999999999996,5,0,82.58,4,6,16,1,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E2626F0>
Drug 6329,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6510>,215.70799999999997,0.24750000000000005,3,0,9.72,2,5,14,4,0.7777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E262750>
Drug 6337,Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6810>,254.24099999999999,2.1816199999999997,4,2,74.6,0,4,19,3,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E2627B0>
Drug 6338,CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6870>,260.289,3.286200000000002,4,0,56.51,5,4,19,2,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E262810>
Drug 6340,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6930>,338.44400000000013,3.7177000000000024,5,0,46.150000000000006,13,5,24,2,0.6842105263157895,<rdkit.Chem.rdchem.Mol object at 0x000001775E262870>
Drug 6342,ClCC(CCl)(CCl)CCl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B69F0>,209.931,2.9280000000000017,0,0,0.0,4,4,9,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2628D0>
Drug 6343,OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6A50>,268.337,3.4756000000000022,3,2,40.46,0,3,19,4,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E262930>
Drug 6346,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6B70>,261.16999999999996,2.68292,6,0,87.9,5,8,17,1,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E262990>
Drug 6347,CC(C)NCC(O)c1ccc2ccccc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6BD0>,229.323,2.871200000000001,2,2,32.26,4,2,17,2,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2629F0>
Drug 6350,O=c1oc2c([N+](=O)[O-])cccc2c2ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6CF0>,241.202,2.854400000000001,4,0,73.35,1,5,18,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E262A50>
Drug 6357,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B6F90>,340.49200000000013,4.476820000000004,4,1,32.34,6,4,24,3,0.35,<rdkit.Chem.rdchem.Mol object at 0x000001775E262AB0>
Drug 6361,CCOC(=O)CNC(=O)C(C)(C)Br,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2150>,252.10799999999998,0.8391999999999997,3,1,55.4,4,5,13,0,0.75,<rdkit.Chem.rdchem.Mol object at 0x000001775E262B10>
Drug 6368,CCOC(=O)NNc1nncc2ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B23F0>,232.24300000000002,1.7027999999999996,5,2,76.14,3,6,17,2,0.18181818181818182,<rdkit.Chem.rdchem.Mol object at 0x000001775E262B70>
Drug 6369,CCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2450>,238.24299999999997,2.1173,4,1,85.38,6,6,17,1,0.36363636363636365,<rdkit.Chem.rdchem.Mol object at 0x000001775E262BD0>
Drug 6370,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B24B0>,416.9450000000003,4.607600000000004,4,0,60.440000000000005,2,5,29,5,0.7083333333333334,<rdkit.Chem.rdchem.Mol object at 0x000001775E262C30>
Drug 6372,COP(=S)(OC)Oc1ccc(N=O)c(C)c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2570>,261.239,3.2890200000000016,6,0,57.12,5,7,16,1,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E262C90>
Drug 6373,CN1C=CN(COCCC(C)(C)[N+](=O)[O-])C1/C=N/O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B25D0>,272.305,0.9105999999999999,7,1,91.44,7,8,19,1,0.7272727272727273,<rdkit.Chem.rdchem.Mol object at 0x000001775E262CF0>
Drug 6374,O=C(c1ccccc1)C1OC1c1ccc(Oc2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2630>,316.356,4.801700000000004,3,0,38.83,5,3,24,4,0.09523809523809523,<rdkit.Chem.rdchem.Mol object at 0x000001775E262D50>
Drug 6378,CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B27B0>,475.33600000000007,2.0818000000000003,7,2,123.21,7,11,32,3,0.19047619047619047,<rdkit.Chem.rdchem.Mol object at 0x000001775E262DB0>
Drug 6379,CCCC/C=C/C=C/C=C/C=C/C=C/OC,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2810>,218.33999999999997,4.561500000000004,1,0,9.23,8,1,16,0,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E262E10>
Drug 6383,O=C1c2ccc(O)cc2-c2ccc(O)c3cccc1c23,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2990>,262.264,3.4624000000000015,3,2,57.53,0,3,20,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E262E70>
Drug 6384,N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B29F0>,227.00599999999997,1.1711599999999998,4,0,81.72,0,6,14,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E262ED0>
Drug 6387,CN1C=CN(CCS(C)(=O)=O)C1/C=N/O,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2B10>,233.293,-0.46429999999999855,6,1,73.21000000000001,4,7,15,1,0.625,<rdkit.Chem.rdchem.Mol object at 0x000001775E262F30>
Drug 6388,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2B70>,244.207,-3.1679999999999997,9,4,143.72000000000003,2,9,17,2,0.625,<rdkit.Chem.rdchem.Mol object at 0x000001775E262F90>
Drug 6390,O=[N+]([O-])c1c(-c2ccc(Cl)cc2)nc2sccn12,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2C30>,279.70799999999997,3.6244000000000014,5,0,60.44,2,7,18,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E263030>
Drug 6391,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2C90>,303.32200000000006,-0.08079999999999998,7,2,100.35,3,8,22,3,0.42857142857142855,<rdkit.Chem.rdchem.Mol object at 0x000001775E263090>
Drug 6393,Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546B2D50>,262.268,4.074400000000002,3,1,69.16,1,4,20,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2630F0>
Drug 6400,CCc1cccc(CC)c1N(COC)C(=O)CO,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD030>,251.32599999999994,1.7406000000000001,3,1,49.769999999999996,6,4,18,1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E263150>
Drug 6401,C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(C)=CC12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD090>,296.40999999999997,4.195600000000003,2,0,34.14,1,2,22,3,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2631B0>
Drug 6405,O=C(c1ccccc1)[C@H]1O[C@@H]1c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD210>,224.259,3.009400000000001,2,0,29.6,3,2,17,3,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E263210>
Drug 6407,C[C@@H]1CCCC[C@H]1NC(=O)Nc1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD2D0>,232.32700000000003,3.386800000000001,1,2,41.13,2,3,17,2,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E263270>
Drug 6408,Clc1cccc2c1oc1ccccc12,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD330>,202.64,4.2394000000000025,1,0,13.14,0,2,14,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2632D0>
Drug 6409,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD390>,226.446,3.5550000000000006,2,0,43.14,1,6,12,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E263330>
Drug 6410,CC(=O)Nc1ccc2c(c1)Cc1cc(O)ccc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD3F0>,239.27399999999997,2.921800000000001,2,2,49.33,1,3,18,3,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E263390>
Drug 6412,O=Nn1cc(CC(O)C(=O)O)c2ccccc21,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD4B0>,234.211,1.1588,5,2,91.89,4,6,17,2,0.18181818181818182,<rdkit.Chem.rdchem.Mol object at 0x000001775E2633F0>
Drug 6421,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD750>,324.28800000000007,3.006400000000001,6,1,78.13000000000001,1,6,24,5,0.16666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E263450>
Drug 6422,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD7B0>,275.526,3.575400000000001,4,1,50.7,2,7,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2634B0>
Drug 6423,c1cc(OCC2CO2)cc(OCC2CO2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD810>,222.23999999999995,1.2417999999999998,4,0,43.519999999999996,6,4,16,3,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E263510>
Drug 6425,OC(CBr)C(O)C(O)C(O)CBr,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BD8D0>,307.966,-0.7802000000000002,4,4,80.92,5,6,12,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E263570>
Drug 6434,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BDB70>,388.845,3.2335000000000003,2,2,74.6,2,10,19,2,0.5555555555555556,<rdkit.Chem.rdchem.Mol object at 0x000001775E2635D0>
Drug 6435,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BDBD0>,406.9290000000001,3.689800000000001,3,0,35.53,0,10,19,3,0.7777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E263630>
Drug 6436,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177546BDC30>,312.277,2.2764999999999995,6,0,74.97,1,6,23,5,0.29411764705882354,<rdkit.Chem.rdchem.Mol object at 0x000001775E263690>
Drug 6439,O=C(c1ccccc1)C(O)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177546BDCF0>,212.248,2.602900000000001,2,1,37.3,3,2,16,2,0.07142857142857142,<rdkit.Chem.rdchem.Mol object at 0x000001775E2636F0>
